Crop Type,Water Availability,Rainfall (mm),Soil Type,Soil Moisture (%),Temperature ,Evaporation Rate (mm/day),Irrigation Type
Cotton,High,121.2270054,Red,21.10876349,26.60509872,7.064681012,Manual Irrigation
Millets,Medium,165.7129888,Loamy,11.43720729,30.48010793,9.192191861,Furrow Irrigation
Paddy,Medium,159.6346221,Saline,47.07665385,27.00735647,6.989949809,Basin Irrigation
Tobacco,Medium,104.6274586,Red,18.54792566,31.54259614,3.072199155,Sprinkler Irrigation
Millets,High,149.1992118,Saline,26.80016296,20.47815162,2.92608037,Drip Irrigation
Barley,Medium,61.09694304,Loamy,10.38747531,17.82107968,8.753487167,Subsurface Irrigation
Sugarcane,Low,119.4555182,Loamy,44.31820364,29.91084887,3.11441871,Basin Irrigation
Tobacco,Low,254.1705439,Black,39.24629378,27.11723792,6.161855684,Surface Irrigation
Ground Nuts,High,121.1405754,Loamy,47.87024141,15.67169135,2.29690656,Drip Irrigation
Tobacco,High,254.5516672,Loamy,41.26461917,24.51204714,2.645358139,Drip Irrigation
Barley,Medium,182.8998662,Sandy,22.54826048,17.65313964,7.378786141,Basin Irrigation
Barley,High,269.9656693,Clay,19.91493435,28.28392079,7.513451283,Surface Irrigation
Maize,High,193.6948886,Black,37.9086523,24.89444199,4.731755253,Drip Irrigation
Millets,Low,57.41705577,Black,24.564511,30.32879778,3.724878122,Subsurface Irrigation
Barley,Low,218.8550519,Black,32.64860063,35.14005547,8.509682166,Sprinkler Irrigation
Cotton,Medium,61.21339201,Sandy,10.25029884,22.4917171,3.736825836,Drip Irrigation
Oil Seeds,High,162.6492547,Saline,12.47542807,39.0525526,6.336216557,Surface Irrigation
Sugarcane,High,282.3566736,Loamy,31.41471765,28.39086251,9.745670727,Surface Irrigation
Ground Nuts,Low,91.30098483,Clay,32.64286586,30.45726997,3.182819503,Border Irrigation
Millets,High,147.4680882,Red,40.05811778,32.01680933,9.52701014,Drip Irrigation
Pulses,Low,232.4650772,Saline,15.27861278,31.66828825,3.463144425,Border Irrigation
Cotton,Medium,270.564639,Loamy,30.52732335,27.77426858,6.539545664,Surface Irrigation
Paddy,Low,217.7357512,Sandy,17.77790578,25.71910728,5.016061696,Basin Irrigation
Barley,High,114.5433135,Loamy,13.72784478,16.3445491,9.719428812,Border Irrigation
Pulses,Medium,218.6519632,Loamy,26.41983176,15.55214613,4.188336232,Manual Irrigation
Barley,Low,124.1819103,Sandy,16.53346592,23.94902986,5.197264017,Surface Irrigation
Tobacco,Low,229.6073075,Black,18.87127913,23.34152227,9.862880943,Sprinkler Irrigation
Cotton,Medium,288.5082819,Black,22.70218319,24.69237887,6.29176313,Surface Irrigation
Tobacco,Medium,230.3483628,Clay,20.37553603,18.45920502,6.021040925,Manual Irrigation
Maize,Low,265.7201257,Clay,13.5036519,33.45420676,4.062227906,Surface Irrigation
Tobacco,High,50.52596079,Black,13.59664979,36.42411037,7.610908482,Furrow Irrigation
Maize,Low,229.3930312,Saline,17.72997661,38.46786588,2.114983614,Sprinkler Irrigation
Maize,Medium,257.3968892,Red,12.02236752,27.30905759,2.396101038,Surface Irrigation
Pulses,Low,60.13968439,Loamy,35.05828079,32.52164248,6.794868697,Border Irrigation
Barley,Medium,267.8994318,Red,21.49306866,36.38877809,4.733396591,Surface Irrigation
Paddy,Medium,114.1735571,Loamy,21.18983871,25.45727778,9.626530978,Basin Irrigation
Ground Nuts,High,216.3230255,Black,23.27993177,22.73531987,9.225525526,Subsurface Irrigation
Tobacco,Medium,250.0887198,Clay,36.51185097,38.4181139,7.709650069,Surface Irrigation
Ground Nuts,Medium,215.6661283,Saline,44.82535526,27.89191378,8.545164649,Surface Irrigation
Cotton,High,73.07119802,Clay,40.3634773,27.43134716,7.338654797,Drip Irrigation
Maize,Medium,199.0803797,Red,39.10116921,19.46040241,3.004656822,Surface Irrigation
Barley,High,187.3959142,Clay,29.37564742,17.70387536,8.124346958,Border Irrigation
Sugarcane,High,275.080317,Black,37.75222228,36.05267156,3.68153575,Drip Irrigation
Millets,Medium,151.0599324,Saline,32.11049472,30.3533294,4.587542841,Subsurface Irrigation
Pulses,Medium,130.2702743,Red,18.65002113,23.1456146,8.553873697,Furrow Irrigation
Paddy,Low,237.4626911,Saline,18.34353471,19.79340543,6.292204867,Basin Irrigation
Wheat,High,153.1688315,Loamy,21.85568028,28.887432,8.879525713,Surface Irrigation
Pulses,Low,211.5240438,Clay,46.43210684,29.59798223,3.704282559,Border Irrigation
Sugarcane,Medium,211.6125225,Saline,31.89659362,20.17484003,6.862227509,Basin Irrigation
Millets,Low,272.0097661,Sandy,39.35621508,36.2851437,2.67032778,Surface Irrigation
Sugarcane,High,199.6731006,Clay,23.86235039,17.10660915,7.144487948,Basin Irrigation
Tobacco,Low,175.5384025,Loamy,26.30863083,23.90232713,8.100272302,Sprinkler Irrigation
Maize,High,84.7178316,Saline,15.02262315,32.00961034,6.679447152,Basin Irrigation
Paddy,Medium,78.93440167,Red,16.85179831,21.8530091,4.129852012,Basin Irrigation
Oil Seeds,Medium,88.58039132,Loamy,43.09426219,35.69187987,2.250741351,Drip Irrigation
Maize,High,92.96212033,Sandy,33.39354527,33.49669567,2.955591072,Manual Irrigation
Oil Seeds,Medium,209.4692732,Saline,23.50129864,34.72557111,6.978423833,Sprinkler Irrigation
Ground Nuts,Medium,235.2453126,Black,42.11404836,17.9776634,9.475361735,Surface Irrigation
Millets,Medium,182.4978807,Clay,19.86079623,18.5136782,3.652275232,Furrow Irrigation
Barley,Medium,257.2544331,Red,49.04130794,22.16184344,7.880209193,Surface Irrigation
Wheat,High,297.8158067,Black,23.79270431,27.95192913,8.931608506,Surface Irrigation
Cotton,Low,255.0031573,Saline,23.49243817,33.70040192,6.167057428,Surface Irrigation
Maize,Low,223.7205934,Saline,22.47647622,35.91327227,7.354126367,Sprinkler Irrigation
Paddy,Medium,183.1231749,Loamy,14.88446064,32.6083829,8.520122533,Basin Irrigation
Sugarcane,Low,162.2132679,Saline,14.44548589,38.21492204,4.085401262,Basin Irrigation
Paddy,Low,71.09809514,Red,35.92420138,33.46858774,4.375165394,Basin Irrigation
Millets,Medium,149.8421871,Black,45.00472178,22.65669718,2.005020133,Basin Irrigation
Ground Nuts,Medium,277.5336592,Red,41.62082041,21.62703211,9.704753047,Surface Irrigation
Oil Seeds,Low,252.0056575,Sandy,15.64430376,32.40481126,9.340359157,Surface Irrigation
Sugarcane,High,104.0128413,Sandy,31.82328487,19.82176422,8.11654611,Basin Irrigation
Cotton,Medium,166.6519462,Clay,14.22366184,17.31787027,2.632608168,Furrow Irrigation
Cotton,High,254.1808006,Clay,11.81178574,28.30557187,5.580023118,Surface Irrigation
Maize,Low,66.8461387,Sandy,36.25543438,35.54103924,2.815134032,Basin Irrigation
Millets,Medium,146.8481464,Saline,31.40609335,17.53449606,2.127362138,Surface Irrigation
Barley,High,262.9603092,Red,13.28094741,34.79728309,6.929463722,Surface Irrigation
Millets,Medium,150.974466,Sandy,11.39756986,35.28930011,9.686635337,Furrow Irrigation
Ground Nuts,Low,69.40366118,Clay,49.59025654,27.05685,9.222944187,Sprinkler Irrigation
Oil Seeds,High,185.6335921,Sandy,11.20085329,16.43275775,7.574038519,Drip Irrigation
Paddy,Low,265.4356237,Saline,27.78113012,19.36474628,2.773124673,Surface Irrigation
Cotton,Low,197.5713857,Sandy,30.18476098,32.68565688,4.193312301,Sprinkler Irrigation
Paddy,Medium,106.5697771,Red,14.69120591,32.79444862,4.560453815,Basin Irrigation
Paddy,High,146.059905,Black,16.76247114,37.45888188,8.105200462,Furrow Irrigation
Paddy,Low,162.5308403,Saline,24.07220026,29.56715366,8.417993434,Sprinkler Irrigation
Cotton,Low,194.8165885,Clay,40.46703505,18.10268419,5.080848984,Surface Irrigation
Ground Nuts,High,239.8377564,Red,30.28329696,18.03537264,5.343071973,Manual Irrigation
Pulses,Low,74.71840441,Sandy,35.51607498,33.02830893,2.356072314,Sprinkler Irrigation
Tobacco,Low,272.4130083,Sandy,49.4069822,19.59461663,4.313093747,Surface Irrigation
Oil Seeds,High,53.07742575,Black,40.72021741,23.20963749,5.610281417,Drip Irrigation
Pulses,High,142.5130837,Clay,27.37445993,27.18030017,2.935864371,Subsurface Irrigation
Oil Seeds,High,56.85507749,Clay,27.85767687,15.61912194,5.626139686,Basin Irrigation
Sugarcane,High,148.2435563,Loamy,34.75088308,21.22047568,8.825406498,Basin Irrigation
Millets,Medium,181.4531497,Clay,36.61460834,25.19724021,6.650568158,Basin Irrigation
Millets,High,177.9203466,Black,30.02843703,21.99090796,2.63143884,Surface Irrigation
